academic_program_code,alias_type,alias_name,normalized_alias_name,source
U05030200045,official_name,식품영양학과,식품영양학과,2026_department_classification
U05030200045,display_name,생활과학대학 식품영양학과,생활과학대학식품영양학과,2026_department_classification
U05030200045,official_name,식품영양학과,식품영양학과,2026_department_classification
U05030200045,display_name,생활환경대학 식품영양학과,생활환경대학식품영양학과,2026_department_classification
U05030300008,official_name,의류학과,의류학과,2026_department_classification
U05030300008,display_name,생활과학대학 의류학과,생활과학대학의류학과,2026_department_classification
U05030300008,official_name,의류학과,의류학과,2026_department_classification
U05030300008,display_name,생활환경대학 의류학과,생활환경대학의류학과,2026_department_classification
U05040100016,official_name,수학과,수학과,2026_department_classification
U05040100016,display_name,자연과학대학 수학과,자연과학대학수학과,2026_department_classification
U05040100097,official_name,지능형헬스사이언스융합전공,지능형헬스사이언스융합전공,2026_department_classification
U05040100097,display_name,단과대구분없음 지능형헬스사이언스융합전공,단과대구분없음지능형헬스사이언스융합전공,2026_department_classification
U05040200022,official_name,통계학과,통계학과,2026_department_classification
U05040200022,display_name,자연과학대학 통계학과,자연과학대학통계학과,2026_department_classification
U05040300016,official_name,물리학과,물리학과,2026_department_classification
U05040300016,display_name,자연과학대학 물리학과,자연과학대학물리학과,2026_department_classification
U05040300059,official_name,나노과학기술학과군,나노과학기술학과군,2026_department_classification
U05040300059,display_name,나노과학기술대학 나노과학기술학과군,나노과학기술대학나노과학기술학과군,2026_department_classification
U05040400003,official_name,대기환경과학과,대기환경과학과,2026_department_classification
U05040400003,display_name,자연과학대학 대기환경과학과,자연과학대학대기환경과학과,2026_department_classification
U05040500023,official_name,지질환경과학과,지질환경과학과,2026_department_classification
U05040500023,display_name,자연과학대학 지질환경과학과,자연과학대학지질환경과학과,2026_department_classification
U05040600055,official_name,교양학부(자연과학계열),교양학부(자연과학계열),2026_department_classification
U05040600055,display_name,단과대구분없음 교양학부(자연과학계열),단과대구분없음교양학부(자연과학계열),2026_department_classification
U05040600055,parent_department_name,교양학부,교양학부,2026_department_classification
U05040600055,major_name,자연과학계열,자연과학계열,2026_department_classification
U06010100008,official_name,교양학부(의학계열),교양학부(의학계열),2026_department_classification
U06010100008,display_name,단과대구분없음 교양학부(의학계열),단과대구분없음교양학부(의학계열),2026_department_classification
U06010100008,parent_department_name,교양학부,교양학부,2026_department_classification
U06010100008,major_name,의학계열,의학계열,2026_department_classification
U06010200005,official_name,치의학과,치의학과,2026_department_classification
U06010200005,display_name,치과대학 치의학과,치과대학치의학과,2026_department_classification
U06030100006,official_name,약학부,약학부,2026_department_classification
U06030100006,display_name,약학대학 약학부,약학대학약학부,2026_department_classification
U06030100007,official_name,약학전공,약학전공,2026_department_classification
U06030100007,display_name,약학대학 약학전공,약학대학약학전공,2026_department_classification
U06030100011,official_name,제약학과,제약학과,2026_department_classification
U06030100011,display_name,약학대학 제약학과,약학대학제약학과,2026_department_classification
U06030100012,official_name,제약학전공,제약학전공,2026_department_classification
U06030100012,display_name,약학대학 제약학전공,약학대학제약학전공,2026_department_classification
U06030100035,official_name,제약학전공(통합6년제),제약학전공(통합6년제),2026_department_classification
U06030100035,display_name,약학대학 제약학전공(통합6년제),약학대학제약학전공(통합6년제),2026_department_classification
U06030100035,parent_department_name,제약학전공,제약학전공,2026_department_classification
U06030100035,major_name,통합6년제,통합6년제,2026_department_classification
U06030100036,official_name,약학전공(통합6년제),약학전공(통합6년제),2026_department_classification
U06030100036,display_name,약학대학 약학전공(통합6년제),약학대학약학전공(통합6년제),2026_department_classification
U06030100036,parent_department_name,약학전공,약학전공,2026_department_classification
U06030100036,major_name,통합6년제,통합6년제,2026_department_classification
U06030100037,official_name,약학부(통합6년제),약학부(통합6년제),2026_department_classification
U06030100037,display_name,약학대학 약학부(통합6년제),약학대학약학부(통합6년제),2026_department_classification
U06030100037,parent_department_name,약학부,약학부,2026_department_classification
U06030100037,major_name,통합6년제,통합6년제,2026_department_classification
U07010100008,official_name,디자인학과,디자인학과,2026_department_classification
U07010100008,display_name,예술대학 디자인학과,예술대학디자인학과,2026_department_classification
U07010100043,official_name,디자인학과(디자인앤테크놀로지전공),디자인학과(디자인앤테크놀로지전공),2026_department_classification
U07010100043,display_name,예술대학 디자인학과(디자인앤테크놀로지전공),예술대학디자인학과(디자인앤테크놀로지전공),2026_department_classification
U07010100043,parent_department_name,디자인학과,디자인학과,2026_department_classification
U07010100043,major_name,디자인앤테크놀로지전공,디자인앤테크놀로지전공,2026_department_classification
U07010300079,official_name,디자인학과(시각디자인전공),디자인학과(시각디자인전공),2026_department_classification
U07010300079,display_name,예술대학 디자인학과(시각디자인전공),예술대학디자인학과(시각디자인전공),2026_department_classification
U07010300079,parent_department_name,디자인학과,디자인학과,2026_department_classification
U07010300079,major_name,시각디자인전공,시각디자인전공,2026_department_classification
U07010500198,official_name,실내환경디자인학과,실내환경디자인학과,2026_department_classification
U07010500198,display_name,생활환경대학 실내환경디자인학과,생활환경대학실내환경디자인학과,2026_department_classification
U07010500198,official_name,실내환경디자인학과,실내환경디자인학과,2026_department_classification
U07010500198,display_name,생활과학대학 실내환경디자인학과,생활과학대학실내환경디자인학과,2026_department_classification
U07020200144,official_name,디자인학과(애니메이션전공),디자인학과(애니메이션전공),2026_department_classification
U07020200144,display_name,예술대학 디자인학과(애니메이션전공),예술대학디자인학과(애니메이션전공),2026_department_classification
U07020200144,parent_department_name,디자인학과,디자인학과,2026_department_classification
U07020200144,major_name,애니메이션전공,애니메이션전공,2026_department_classification
U07020300113,official_name,예술문화영상학과,예술문화영상학과,2026_department_classification
U07020300113,display_name,예술대학 예술문화영상학과,예술대학예술문화영상학과,2026_department_classification
U07020300163,official_name,교양학부(예체능계열),교양학부(예체능계열),2026_department_classification
U07020300163,display_name,단과대구분없음 교양학부(예체능계열),단과대구분없음교양학부(예체능계열),2026_department_classification
U07020300163,parent_department_name,교양학부,교양학부,2026_department_classification
U07020300163,major_name,예체능계열,예체능계열,2026_department_classification
U07030100005,official_name,무용학과,무용학과,2026_department_classification
U07030100005,display_name,예술대학 무용학과,예술대학무용학과,2026_department_classification
U07030100052,official_name,무용학과 발레전공,무용학과발레전공,2026_department_classification
U07030100052,display_name,예술대학 무용학과 발레전공,예술대학무용학과발레전공,2026_department_classification
U07030100053,official_name,무용학과 한국무용전공,무용학과한국무용전공,2026_department_classification
U07030100053,display_name,예술대학 무용학과 한국무용전공,예술대학무용학과한국무용전공,2026_department_classification
U07030100054,official_name,무용학과 현대무용전공,무용학과현대무용전공,2026_department_classification
U07030100054,display_name,예술대학 무용학과 현대무용전공,예술대학무용학과현대무용전공,2026_department_classification
U07030200060,official_name,스포츠과학과,스포츠과학과,2026_department_classification
U07030200060,display_name,생활과학대학 스포츠과학과,생활과학대학스포츠과학과,2026_department_classification
U07030200061,official_name,스포츠과학부,스포츠과학부,2026_department_classification
U07030200061,display_name,단과대구분없음 스포츠과학부,단과대구분없음스포츠과학부,2026_department_classification
U07040100009,official_name,미술학과,미술학과,2026_department_classification
U07040100009,display_name,예술대학 미술학과,예술대학미술학과,2026_department_classification
U07040100015,official_name,서양화전공,서양화전공,2026_department_classification
U07040100015,display_name,예술대학 서양화전공,예술대학서양화전공,2026_department_classification
U07040100029,official_name,한국화전공,한국화전공,2026_department_classification
U07040100029,display_name,예술대학 한국화전공,예술대학한국화전공,2026_department_classification
U07040300006,official_name,조소전공,조소전공,2026_department_classification
U07040300006,display_name,예술대학 조소전공,예술대학조소전공,2026_department_classification
U07040300046,official_name,조형학과,조형학과,2026_department_classification
U07040300046,display_name,예술대학 조형학과,예술대학조형학과,2026_department_classification
U07040300064,official_name,조형학과 가구목조형전공,조형학과가구목조형전공,2026_department_classification
U07040300064,display_name,예술대학 조형학과 가구목조형전공,예술대학조형학과가구목조형전공,2026_department_classification
U07040300065,official_name,조형학과 도예전공,조형학과도예전공,2026_department_classification
U07040300065,display_name,예술대학 조형학과 도예전공,예술대학조형학과도예전공,2026_department_classification
U07040300066,official_name,조형학과 섬유금속전공,조형학과섬유금속전공,2026_department_classification
U07040300066,display_name,예술대학 조형학과 섬유금속전공,예술대학조형학과섬유금속전공,2026_department_classification
U07060100003,official_name,음악학과,음악학과,2026_department_classification
U07060100003,display_name,예술대학 음악학과,예술대학음악학과,2026_department_classification
U07060100022,official_name,음악학과 성악전공,음악학과성악전공,2026_department_classification
U07060100022,display_name,예술대학 음악학과 성악전공,예술대학음악학과성악전공,2026_department_classification
U07060100023,official_name,음악학과 피아노전공,음악학과피아노전공,2026_department_classification
U07060100023,display_name,예술대학 음악학과 피아노전공,예술대학음악학과피아노전공,2026_department_classification
U07060100024,official_name,음악학과 작곡전공,음악학과작곡전공,2026_department_classification
U07060100024,display_name,예술대학 음악학과 작곡전공,예술대학음악학과작곡전공,2026_department_classification
U07060100025,official_name,음악학과 관현악전공,음악학과관현악전공,2026_department_classification
U07060100025,display_name,예술대학 음악학과 관현악전공,예술대학음악학과관현악전공,2026_department_classification
U07060200004,official_name,국악학과,국악학과,2026_department_classification
U07060200004,display_name,예술대학 국악학과,예술대학국악학과,2026_department_classification
U07060200006,official_name,한국음악학과,한국음악학과,2026_department_classification
U07060200006,display_name,예술대학 한국음악학과,예술대학한국음악학과,2026_department_classification
U07060200032,official_name,한국음악학과 이론・작곡전공,한국음악학과이론・작곡전공,2026_department_classification
U07060200032,display_name,예술대학 한국음악학과 이론・작곡전공,예술대학한국음악학과이론・작곡전공,2026_department_classification
U07060200033,official_name,한국음악학과 현악・성악전공,한국음악학과현악・성악전공,2026_department_classification
U07060200033,display_name,예술대학 한국음악학과 현악・성악전공,예술대학한국음악학과현악・성악전공,2026_department_classification
U07060200034,official_name,한국음악학과 관악・타악전공,한국음악학과관악・타악전공,2026_department_classification
U07060200034,display_name,예술대학 한국음악학과 관악・타악전공,예술대학한국음악학과관악・타악전공,2026_department_classification
U99999900005,official_name,자유전공학부,자유전공학부,2026_department_classification
U99999900005,display_name,학부대학 자유전공학부,학부대학자유전공학부,2026_department_classification
U04010300006,official_name,조경학과,조경학과,2026_department_classification
U04010300006,display_name,생명자원과학대학 조경학과,생명자원과학대학조경학과,2026_department_classification
U04040100127,official_name,바이오산업기계공학과,바이오산업기계공학과,2026_department_classification
U04040100127,display_name,생명자원과학대학 바이오산업기계공학과,생명자원과학대학바이오산업기계공학과,2026_department_classification
U04060200056,official_name,바이오환경에너지학과,바이오환경에너지학과,2026_department_classification
U04060200056,display_name,생명자원과학대학 바이오환경에너지학과,생명자원과학대학바이오환경에너지학과,2026_department_classification
U04080300412,official_name,IT응용공학과,it응용공학과,2026_department_classification
U04080300412,display_name,생명자원과학대학 IT응용공학과,생명자원과학대학it응용공학과,2026_department_classification
U04100100136,official_name,나노에너지공학과,나노에너지공학과,2026_department_classification
U04100100136,display_name,나노과학기술대학 나노에너지공학과,나노과학기술대학나노에너지공학과,2026_department_classification
U04110100036,official_name,나노메카트로닉스공학과,나노메카트로닉스공학과,2026_department_classification
U04110100036,display_name,나노과학기술대학 나노메카트로닉스공학과,나노과학기술대학나노메카트로닉스공학과,2026_department_classification
U04110100050,official_name,광메카트로닉스공학과,광메카트로닉스공학과,2026_department_classification
U04110100050,display_name,나노과학기술대학 광메카트로닉스공학과,나노과학기술대학광메카트로닉스공학과,2026_department_classification
U05010300083,official_name,원예생명과학과,원예생명과학과,2026_department_classification
U05010300083,display_name,생명자원과학대학 원예생명과학과,생명자원과학대학원예생명과학과,2026_department_classification
U05020100270,official_name,식물생명과학과,식물생명과학과,2026_department_classification
U05020100270,display_name,생명자원과학대학 식물생명과학과,생명자원과학대학식물생명과학과,2026_department_classification
U05020200118,official_name,바이오소재과학과,바이오소재과학과,2026_department_classification
U05020200118,display_name,생명자원과학대학 바이오소재과학과,생명자원과학대학바이오소재과학과,2026_department_classification
U05020300017,official_name,동물생명자원과학과,동물생명자원과학과,2026_department_classification
U05020300017,display_name,생명자원과학대학 동물생명자원과학과,생명자원과학대학동물생명자원과학과,2026_department_classification
U05020400078,official_name,식품자원경제학과,식품자원경제학과,2026_department_classification
U05020400078,display_name,생명자원과학대학 식품자원경제학과,생명자원과학대학식품자원경제학과,2026_department_classification
U05020500048,official_name,생명환경화학과,생명환경화학과,2026_department_classification
U05020500048,display_name,생명자원과학대학 생명환경화학과,생명자원과학대학생명환경화학과,2026_department_classification
U05030200017,official_name,식품공학과,식품공학과,2026_department_classification
U05030200017,display_name,생명자원과학대학 식품공학과,생명자원과학대학식품공학과,2026_department_classification
T00000012643,official_name,응용생명융합학부,응용생명융합학부,2026_department_classification
T00000012643,display_name,학부대학 응용생명융합학부,학부대학응용생명융합학부,2026_department_classification
T00000012644,official_name,응용생명융합학부(그린바이오과학전공),응용생명융합학부(그린바이오과학전공),2026_department_classification
T00000012644,display_name,학부대학 응용생명융합학부(그린바이오과학전공),학부대학응용생명융합학부(그린바이오과학전공),2026_department_classification
T00000012644,parent_department_name,응용생명융합학부,응용생명융합학부,2026_department_classification
T00000012644,major_name,그린바이오과학전공,그린바이오과학전공,2026_department_classification
T00000012645,official_name,응용생명융합학부(생명자원시스템공학전공),응용생명융합학부(생명자원시스템공학전공),2026_department_classification
T00000012645,display_name,학부대학 응용생명융합학부(생명자원시스템공학전공),학부대학응용생명융합학부(생명자원시스템공학전공),2026_department_classification
T00000012645,parent_department_name,응용생명융합학부,응용생명융합학부,2026_department_classification
T00000012645,major_name,생명자원시스템공학전공,생명자원시스템공학전공,2026_department_classification
U04080100312,official_name,데이터사이언스전공,데이터사이언스전공,2026_department_classification
U04080100312,display_name,정보의생명공학대학 데이터사이언스전공,정보의생명공학대학데이터사이언스전공,2026_department_classification
U05020100283,official_name,의생명공학전공,의생명공학전공,2026_department_classification
U05020100283,display_name,정보의생명공학대학 의생명공학전공,정보의생명공학대학의생명공학전공,2026_department_classification
U06010100002,official_name,의예과,의예과,2026_department_classification
U06010100002,display_name,의과대학 의예과,의과대학의예과,2026_department_classification
U06010100003,official_name,의학과,의학과,2026_department_classification
U06010100003,display_name,의과대학 의학과,의과대학의학과,2026_department_classification
U06010200004,official_name,치의예과,치의예과,2026_department_classification
U06010200004,display_name,치과대학 치의예과,치과대학치의예과,2026_department_classification
U06020100004,official_name,간호학과,간호학과,2026_department_classification
U06020100004,display_name,간호대학 간호학과,간호대학간호학과,2026_department_classification
U06040300066,official_name,의생명융합공학부,의생명융합공학부,2026_department_classification
U06040300066,display_name,정보의생명공학대학 의생명융합공학부,정보의생명공학대학의생명융합공학부,2026_department_classification
G01010100005,official_name,언어학과,언어학과,2026_department_classification
G01010100005,display_name,단과대구분없음 언어학과,단과대구분없음언어학과,2026_department_classification
G01010200003,official_name,국어국문학과,국어국문학과,2026_department_classification
G01010200003,display_name,단과대구분없음 국어국문학과,단과대구분없음국어국문학과,2026_department_classification
G01010300003,official_name,일어일문학과,일어일문학과,2026_department_classification
G01010300003,display_name,단과대구분없음 일어일문학과,단과대구분없음일어일문학과,2026_department_classification
G01010400006,official_name,중어중문학과,중어중문학과,2026_department_classification
G01010400006,display_name,단과대구분없음 중어중문학과,단과대구분없음중어중문학과,2026_department_classification
G01010400008,official_name,한문학과,한문학과,2026_department_classification
G01010400008,display_name,단과대구분없음 한문학과,단과대구분없음한문학과,2026_department_classification
G01010600006,official_name,영어영문학과,영어영문학과,2026_department_classification
G01010600006,display_name,단과대구분없음 영어영문학과,단과대구분없음영어영문학과,2026_department_classification
G01010700002,official_name,독어독문학과,독어독문학과,2026_department_classification
G01010700002,display_name,단과대구분없음 독어독문학과,단과대구분없음독어독문학과,2026_department_classification
G01010800002,official_name,노어노문학과,노어노문학과,2026_department_classification
G01010800002,display_name,단과대구분없음 노어노문학과,단과대구분없음노어노문학과,2026_department_classification
G01011000002,official_name,불어불문학과,불어불문학과,2026_department_classification
G01011000002,display_name,단과대구분없음 불어불문학과,단과대구분없음불어불문학과,2026_department_classification
G01020100002,official_name,기록관리학협동과정,기록관리학협동과정,2026_department_classification
G01020100002,display_name,단과대구분없음 기록관리학협동과정,단과대구분없음기록관리학협동과정,2026_department_classification
G01020100005,official_name,문헌정보학과,문헌정보학과,2026_department_classification
G01020100005,display_name,단과대구분없음 문헌정보학과,단과대구분없음문헌정보학과,2026_department_classification
G01020100011,official_name,기록관리학전공,기록관리학전공,2026_department_classification
G01020100011,display_name,단과대구분없음 기록관리학전공,단과대구분없음기록관리학전공,2026_department_classification
G01020200197,official_name,국제차산업문화전공,국제차산업문화전공,2026_department_classification
G01020200197,display_name,단과대구분없음 국제차산업문화전공,단과대구분없음국제차산업문화전공,2026_department_classification
G01020300010,official_name,심리학과,심리학과,2026_department_classification
G01020300010,display_name,단과대구분없음 심리학과,단과대구분없음심리학과,2026_department_classification
G01020300011,official_name,인지과학협동과정,인지과학협동과정,2026_department_classification
G01020300011,display_name,단과대구분없음 인지과학협동과정,단과대구분없음인지과학협동과정,2026_department_classification
G01020300090,official_name,인지과학전공,인지과학전공,2026_department_classification
G01020300090,display_name,단과대구분없음 인지과학전공,단과대구분없음인지과학전공,2026_department_classification
G01020400001,official_name,고고학과,고고학과,2026_department_classification
G01020400001,display_name,단과대구분없음 고고학과,단과대구분없음고고학과,2026_department_classification
G01020400006,official_name,사학과,사학과,2026_department_classification
G01020400006,display_name,단과대구분없음 사학과,단과대구분없음사학과,2026_department_classification
G01020700002,official_name,국민윤리학과,국민윤리학과,2026_department_classification
G01020700002,display_name,단과대구분없음 국민윤리학과,단과대구분없음국민윤리학과,2026_department_classification
G01020700023,official_name,철학과,철학과,2026_department_classification
G01020700023,display_name,단과대구분없음 철학과,단과대구분없음철학과,2026_department_classification
G02010100019,official_name,경영컨설팅학과,경영컨설팅학과,2026_department_classification
G02010100019,display_name,단과대구분없음 경영컨설팅학과,단과대구분없음경영컨설팅학과,2026_department_classification
G02010100022,official_name,경영학과,경영학과,2026_department_classification
G02010100022,display_name,단과대구분없음 경영학과,단과대구분없음경영학과,2026_department_classification
G02010100130,official_name,부동산학전공,부동산학전공,2026_department_classification
G02010100130,display_name,단과대구분없음 부동산학전공,단과대구분없음부동산학전공,2026_department_classification
G02010100326,official_name,경영컨설팅전공,경영컨설팅전공,2026_department_classification
G02010100326,display_name,단과대구분없음 경영컨설팅전공,단과대구분없음경영컨설팅전공,2026_department_classification
G02010100611,official_name,의료산업관리전공,의료산업관리전공,2026_department_classification
G02010100611,display_name,단과대구분없음 의료산업관리전공,단과대구분없음의료산업관리전공,2026_department_classification
G02010100818,official_name,미래경영학전공,미래경영학전공,2026_department_classification
G02010100818,display_name,단과대구분없음 미래경영학전공,단과대구분없음미래경영학전공,2026_department_classification
G02010100928,official_name,사회적기업학전공,사회적기업학전공,2026_department_classification
G02010100928,display_name,단과대구분없음 사회적기업학전공,단과대구분없음사회적기업학전공,2026_department_classification
G02010101063,official_name,디지털융합전략전공,디지털융합전략전공,2026_department_classification
G02010101063,display_name,단과대구분없음 디지털융합전략전공,단과대구분없음디지털융합전략전공,2026_department_classification
G02010200008,official_name,경제학과,경제학과,2026_department_classification
G02010200008,display_name,단과대구분없음 경제학과,단과대구분없음경제학과,2026_department_classification
G02010200024,official_name,농업경제학과,농업경제학과,2026_department_classification
G02010200024,display_name,단과대구분없음 농업경제학과,단과대구분없음농업경제학과,2026_department_classification
G02010300035,official_name,글로벌경제컨설팅전공,글로벌경제컨설팅전공,2026_department_classification
G02010300035,display_name,단과대구분없음 글로벌경제컨설팅전공,단과대구분없음글로벌경제컨설팅전공,2026_department_classification
G02010300041,official_name,관광컨벤션학과,관광컨벤션학과,2026_department_classification
G02010300041,display_name,단과대구분없음 관광컨벤션학과,단과대구분없음관광컨벤션학과,2026_department_classification
G02010500067,official_name,회계학과,회계학과,2026_department_classification
G02010500067,display_name,단과대구분없음 회계학과,단과대구분없음회계학과,2026_department_classification
G02010500080,official_name,수리금융전공협동과정,수리금융전공협동과정,2026_department_classification
G02010500080,display_name,단과대구분없음 수리금융전공협동과정,단과대구분없음수리금융전공협동과정,2026_department_classification
G02010500096,official_name,금융.증권.선물.보험전공,금융.증권.선물.보험전공,2026_department_classification
G02010500096,display_name,단과대구분없음 금융.증권.선물.보험전공,단과대구분없음금융.증권.선물.보험전공,2026_department_classification
G02010500168,official_name,수리금융전공,수리금융전공,2026_department_classification
G02010500168,display_name,단과대구분없음 수리금융전공,단과대구분없음수리금융전공,2026_department_classification
G02010600036,official_name,무역학과,무역학과,2026_department_classification
G02010600036,display_name,단과대구분없음 무역학과,단과대구분없음무역학과,2026_department_classification
G02010600086,official_name,물류IT협동과정,물류it협동과정,2026_department_classification
G02010600086,display_name,단과대구분없음 물류IT협동과정,단과대구분없음물류it협동과정,2026_department_classification
G02020100032,official_name,법학과,법학과,2026_department_classification
G02020100032,display_name,단과대구분없음 법학과,단과대구분없음법학과,2026_department_classification
G02020100105,official_name,법과학협동과정,법과학협동과정,2026_department_classification
G02020100105,display_name,단과대구분없음 법과학협동과정,단과대구분없음법과학협동과정,2026_department_classification
G02020100189,official_name,지식재산융합전공,지식재산융합전공,2026_department_classification
G02020100189,display_name,단과대구분없음 지식재산융합전공,단과대구분없음지식재산융합전공,2026_department_classification
G02030100032,official_name,사회복지학과,사회복지학과,2026_department_classification
G02030100032,display_name,단과대구분없음 사회복지학과,단과대구분없음사회복지학과,2026_department_classification
G02030100056,official_name,여성학협동과정,여성학협동과정,2026_department_classification
G02030100056,display_name,단과대구분없음 여성학협동과정,단과대구분없음여성학협동과정,2026_department_classification
G02030100218,official_name,사회적기업전공,사회적기업전공,2026_department_classification
G02030100218,display_name,단과대구분없음 사회적기업전공,단과대구분없음사회적기업전공,2026_department_classification
G02030100263,official_name,여성학전공,여성학전공,2026_department_classification
G02030100263,display_name,단과대구분없음 여성학전공,단과대구분없음여성학전공,2026_department_classification
G02030200027,official_name,NGO학협동과정,ngo학협동과정,2026_department_classification
G02030200027,display_name,단과대구분없음 NGO학협동과정,단과대구분없음ngo학협동과정,2026_department_classification
G02030200066,official_name,NGO학전공,ngo학전공,2026_department_classification
G02030200066,display_name,단과대구분없음 NGO학전공,단과대구분없음ngo학전공,2026_department_classification
G02030400006,official_name,사회학과,사회학과,2026_department_classification
G02030400006,display_name,단과대구분없음 사회학과,단과대구분없음사회학과,2026_department_classification
G02030500022,official_name,신문방송학과,신문방송학과,2026_department_classification
G02030500022,display_name,단과대구분없음 신문방송학과,단과대구분없음신문방송학과,2026_department_classification
G02030500100,official_name,미디어커뮤니케이션학과,미디어커뮤니케이션학과,2026_department_classification
G02030500100,display_name,단과대구분없음 미디어커뮤니케이션학과,단과대구분없음미디어커뮤니케이션학과,2026_department_classification
G02030600036,official_name,정치외교학과,정치외교학과,2026_department_classification
G02030600036,display_name,단과대구분없음 정치외교학과,단과대구분없음정치외교학과,2026_department_classification
G02030700016,official_name,공공정책학과,공공정책학과,2026_department_classification
G02030700016,display_name,단과대구분없음 공공정책학과,단과대구분없음공공정책학과,2026_department_classification
G02030700176,official_name,행정학과,행정학과,2026_department_classification
G02030700176,display_name,단과대구분없음 행정학과,단과대구분없음행정학과,2026_department_classification
G02030700242,official_name,기술사업정책전공,기술사업정책전공,2026_department_classification
G02030700242,display_name,단과대구분없음 기술사업정책전공,단과대구분없음기술사업정책전공,2026_department_classification
G02030700370,official_name,글로벌ICT정책,글로벌ict정책,2026_department_classification
G02030700370,display_name,단과대구분없음 글로벌ICT정책,단과대구분없음글로벌ict정책,2026_department_classification
G02030700401,official_name,공기업정책전공,공기업정책전공,2026_department_classification
G02030700401,display_name,단과대구분없음 공기업정책전공,단과대구분없음공기업정책전공,2026_department_classification
G03010100034,official_name,교육학과,교육학과,2026_department_classification
G03010100034,display_name,단과대구분없음 교육학과,단과대구분없음교육학과,2026_department_classification
G03010100047,official_name,사회교육학과,사회교육학과,2026_department_classification
G03010100047,display_name,단과대구분없음 사회교육학과,단과대구분없음사회교육학과,2026_department_classification
G03010100050,official_name,영재교육전공,영재교육전공,2026_department_classification
G03010100050,display_name,단과대구분없음 영재교육전공,단과대구분없음영재교육전공,2026_department_classification
G03010100137,official_name,영재교육협동과정,영재교육협동과정,2026_department_classification
G03010100137,display_name,단과대구분없음 영재교육협동과정,단과대구분없음영재교육협동과정,2026_department_classification
G03010100204,official_name,국제교육개발협력협동과정,국제교육개발협력협동과정,2026_department_classification
G03010100204,display_name,단과대구분없음 국제교육개발협력협동과정,단과대구분없음국제교육개발협력협동과정,2026_department_classification
G03010100242,official_name,국제교육개발협력전공,국제교육개발협력전공,2026_department_classification
G03010100242,display_name,단과대구분없음 국제교육개발협력전공,단과대구분없음국제교육개발협력전공,2026_department_classification
G03010100290,official_name,글로벌교원교육전공,글로벌교원교육전공,2026_department_classification
G03010100290,display_name,단과대구분없음 글로벌교원교육전공,단과대구분없음글로벌교원교육전공,2026_department_classification
G03020100010,official_name,유아교육학과,유아교육학과,2026_department_classification
G03020100010,display_name,단과대구분없음 유아교육학과,단과대구분없음유아교육학과,2026_department_classification
G03030100016,official_name,특수교육학과,특수교육학과,2026_department_classification
G03030100016,display_name,단과대구분없음 특수교육학과,단과대구분없음특수교육학과,2026_department_classification
G03050100003,official_name,국어교육학과,국어교육학과,2026_department_classification
G03050100003,display_name,단과대구분없음 국어교육학과,단과대구분없음국어교육학과,2026_department_classification
